id,name_en,name_zh,category,group_code,status,source_url,first_seen,last_updated,brn,registered_address,company_type,date_of_incorporation,cr_matched_name,cr_match_ratio
270,Kwan On Construction Company Limited,均安建築有限公司,Site Formation,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,14796091,"2/F,, SHUM TOWER,, 268 DES VOEUX ROAD CENTRAL,, SHEUNG WAN,, HONG KONG",Private company limited by shares,28-05-1991,KWAN ON CONSTRUCTION COMPANY LIMITED,1.0
271,Kwan On Construction Company Limited,均安建築有限公司,Waterworks,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,14796091,"2/F,, SHUM TOWER,, 268 DES VOEUX ROAD CENTRAL,, SHEUNG WAN,, HONG KONG",Private company limited by shares,28-05-1991,KWAN ON CONSTRUCTION COMPANY LIMITED,1.0
272,Kwan Shing Construction Limited,坤成建築有限公司,Buildings,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,19940227,"23/F., 9 WING HONG STREET,, CHEUNG SHA WAN, KLN, HONG KONG",Private company limited by shares,28-05-1996,KWAN SHING CONSTRUCTION LIMITED,1.0
273,Kwei Kee Construction Limited,桂記建築有限公司,Roads & Drainage,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,31434080,"UNIT 1502-1503, 15/F., KOWLOON PLAZA, NO.485 CASTLE PEAK ROAD, LAI CHI KOK,, KLN, HONG KONG",Private company limited by shares,01-12-2000,KWEI KEE CONSTRUCTION LIMITED,1.0
274,Kwong On Engineering Company Limited,廣安工程有限公司,Waterworks,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,09797117,"11/F JUSTEN CTR, 46-52 WAI CHING ST KLN, HONG KONG",Private company limited by shares,07-06-1985,KWONG ON ENGINEERING COMPANY LIMITED,1.0
275,Lam Woo & Company Limited,聯益建造有限公司,Buildings,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,05333595,"22/F CHEVALIER COMMERCIAL CENTRE, 8 WANG HOI ROAD KOWLOON BAY, HONG KONG",Private company limited by shares,24-05-1977,LAM WOO & COMPANY LIMITED,1.0
276,Lam Woo & Company Limited,聯益建造有限公司,Roads & Drainage,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,05333595,"22/F CHEVALIER COMMERCIAL CENTRE, 8 WANG HOI ROAD KOWLOON BAY, HONG KONG",Private company limited by shares,24-05-1977,LAM WOO & COMPANY LIMITED,1.0
277,Lam Woo & Company Limited,聯益建造有限公司,Waterworks,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,05333595,"22/F CHEVALIER COMMERCIAL CENTRE, 8 WANG HOI ROAD KOWLOON BAY, HONG KONG",Private company limited by shares,24-05-1977,LAM WOO & COMPANY LIMITED,1.0
278,Lanon Development Limited,亮雅發展有限公司,Buildings,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,10714708,"157 WATERLOO RD, KOWLOON TONG KLN, HONG KONG",Private company limited by shares,07-11-1986,LANON DEVELOPMENT LIMITED,1.0
279,Lanon Development Limited,亮雅發展有限公司,Port Works,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,10714708,"157 WATERLOO RD, KOWLOON TONG KLN, HONG KONG",Private company limited by shares,07-11-1986,LANON DEVELOPMENT LIMITED,1.0
280,Lanon Development Limited,亮雅發展有限公司,Roads & Drainage,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,10714708,"157 WATERLOO RD, KOWLOON TONG KLN, HONG KONG",Private company limited by shares,07-11-1986,LANON DEVELOPMENT LIMITED,1.0
281,Lanon Development Limited,亮雅發展有限公司,Site Formation,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,10714708,"157 WATERLOO RD, KOWLOON TONG KLN, HONG KONG",Private company limited by shares,07-11-1986,LANON DEVELOPMENT LIMITED,1.0
282,Lanon Development Limited,亮雅發展有限公司,Waterworks,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,10714708,"157 WATERLOO RD, KOWLOON TONG KLN, HONG KONG",Private company limited by shares,07-11-1986,LANON DEVELOPMENT LIMITED,1.0
283,Lap Kai Engineering Company Limited,立基工程有限公司,Port Works,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,04292489,"UNIT B, 5/F, MACKENNY CENTRE,, 660 CASTLE PEAK ROAD, KLN, HONG KONG",Private company limited by shares,19-10-1973,LAP KAI ENGINEERING COMPANY LIMITED,1.0
284,Lap Kai Engineering Company Limited,立基工程有限公司,Roads & Drainage,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,04292489,"UNIT B, 5/F, MACKENNY CENTRE,, 660 CASTLE PEAK ROAD, KLN, HONG KONG",Private company limited by shares,19-10-1973,LAP KAI ENGINEERING COMPANY LIMITED,1.0
285,Lap Kai Engineering Company Limited,立基工程有限公司,Site Formation,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,04292489,"UNIT B, 5/F, MACKENNY CENTRE,, 660 CASTLE PEAK ROAD, KLN, HONG KONG",Private company limited by shares,19-10-1973,LAP KAI ENGINEERING COMPANY LIMITED,1.0
286,Law Chi Yip Construction Company Limited,羅志業建築有限公司,Buildings,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,05405867,"WORKSHOP C, 30/F, TML TOWER, 3 HOI SHING ROAD, TSUEN WAN, HONG KONG",Private company limited by shares,23-12-1977,LAW CHI YIP CONSTRUCTION COMPANY LIMITED,1.0
287,Law Chi Yip Construction Company Limited,羅志業建築有限公司,Port Works,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,05405867,"WORKSHOP C, 30/F, TML TOWER, 3 HOI SHING ROAD, TSUEN WAN, HONG KONG",Private company limited by shares,23-12-1977,LAW CHI YIP CONSTRUCTION COMPANY LIMITED,1.0
288,Law Chi Yip Construction Company Limited,羅志業建築有限公司,Roads & Drainage,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,05405867,"WORKSHOP C, 30/F, TML TOWER, 3 HOI SHING ROAD, TSUEN WAN, HONG KONG",Private company limited by shares,23-12-1977,LAW CHI YIP CONSTRUCTION COMPANY LIMITED,1.0
289,Law Chi Yip Construction Company Limited,羅志業建築有限公司,Site Formation,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,05405867,"WORKSHOP C, 30/F, TML TOWER, 3 HOI SHING ROAD, TSUEN WAN, HONG KONG",Private company limited by shares,23-12-1977,LAW CHI YIP CONSTRUCTION COMPANY LIMITED,1.0
290,Law Chi Yip Construction Company Limited,羅志業建築有限公司,Waterworks,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,05405867,"WORKSHOP C, 30/F, TML TOWER, 3 HOI SHING ROAD, TSUEN WAN, HONG KONG",Private company limited by shares,23-12-1977,LAW CHI YIP CONSTRUCTION COMPANY LIMITED,1.0
291,"Lee & Co., Engineering Limited",李氏工程有限公司,Roads & Drainage,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,80913794,"NO 35-A, SHA PO VILLAGE KAM TIN, YUEN LONG, HONG KONG",Private company limited by shares,27-07-2026,Lee Chun Engineering Limited,0.882
292,Leighton Contractors (Asia) Limited,禮頓建築 (亞洲) 有限公司,Buildings,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,04539382,"39/F SUN HUNG KAI CENTRE, 30 HARBOUR ROAD, HONG KONG",Private company limited by shares,28-07-1972,LEIGHTON CONTRACTORS (ASIA) LIMITED,1.0
293,Leighton Contractors (Asia) Limited,禮頓建築 (亞洲) 有限公司,Port Works,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,04539382,"39/F SUN HUNG KAI CENTRE, 30 HARBOUR ROAD, HONG KONG",Private company limited by shares,28-07-1972,LEIGHTON CONTRACTORS (ASIA) LIMITED,1.0
294,Leighton Contractors (Asia) Limited,禮頓建築 (亞洲) 有限公司,Roads & Drainage,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,04539382,"39/F SUN HUNG KAI CENTRE, 30 HARBOUR ROAD, HONG KONG",Private company limited by shares,28-07-1972,LEIGHTON CONTRACTORS (ASIA) LIMITED,1.0
295,Leighton Contractors (Asia) Limited,禮頓建築 (亞洲) 有限公司,Site Formation,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,04539382,"39/F SUN HUNG KAI CENTRE, 30 HARBOUR ROAD, HONG KONG",Private company limited by shares,28-07-1972,LEIGHTON CONTRACTORS (ASIA) LIMITED,1.0
296,Leighton Contractors (Asia) Limited,禮頓建築 (亞洲) 有限公司,Waterworks,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,04539382,"39/F SUN HUNG KAI CENTRE, 30 HARBOUR ROAD, HONG KONG",Private company limited by shares,28-07-1972,LEIGHTON CONTRACTORS (ASIA) LIMITED,1.0
297,"Lidell Construction Company, Limited",立德建築有限公司,Buildings,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,01309174,"UNIT A1, 8/F.,, YIN DA COMMERCIAL BUILDING,, 181 WAI YIP STREET,, KWUN TONG, KOWLOON, HONG KONG",Private company limited by shares,18-04-1962,"LIDELL CONSTRUCTION COMPANY, LIMITED",1.0
298,Lik Shing Engineering Company Limited,力盛工程有限公司,Roads & Drainage,B,suspended,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,38497724,"ROOM 3010, 30/F., CABLE TV TOWER,, 9 HOI SHING ROAD,, TSUEN WAN, NT, HONG KONG",Private company limited by shares,11-10-2007,LIK SHING ENGINEERING COMPANY LIMITED,1.0
299,Luen Fat Engineering and Construction Company,聯發工程公司,Roads & Drainage,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,12502117,"1/F, 64 SAN HONG STREET,, SHEUNG SHUI, NT, HONG KONG",Private company limited by shares,09-09-1988,LUEN FAT ENGINEERING & CONSTRUCTION COMPANY LIMITED,0.952
300,Luen Fat Engineering and Construction Company Limited,聯發建築工程有限公司,Roads & Drainage,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,12502117,"1/F, 64 SAN HONG STREET,, SHEUNG SHUI, NT, HONG KONG",Private company limited by shares,09-09-1988,LUEN FAT ENGINEERING & CONSTRUCTION COMPANY LIMITED,0.952
301,Luen Hing Engineering (Asia) Limited,聯興工程(亞洲)有限公司,Waterworks,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,33757587,"UNIT 11 7/F BLK A NEW TRADE PLAZA, 6 ON PING ST, SHEK MUN SHATIN NT, HONG KONG",Private company limited by shares,11-07-2003,LUEN HING ENGINEERING (ASIA) LIMITED,1.0
302,Lung Hing Engineering Limited,龍興工程有限公司,Roads & Drainage,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,19331236,"FLAT H, 12/F, WINNER BUILDING, 36 MAN YUE STREET, HUNG HOM, KLN, HONG KONG",Private company limited by shares,31-08-1995,LUNG HING ENGINEERING LIMITED,1.0
303,Lung Hing Engineering Limited,龍興工程有限公司,Site Formation,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,19331236,"FLAT H, 12/F, WINNER BUILDING, 36 MAN YUE STREET, HUNG HOM, KLN, HONG KONG",Private company limited by shares,31-08-1995,LUNG HING ENGINEERING LIMITED,1.0
304,Mak Hang Kei (Hong Kong) Construction Limited,麥行記 (香港) 建築有限公司,Roads & Drainage,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,14482048,"ROOM 3909-3913, ONE MIDTOWN,, 11 HOI SHING ROAD,, TSUEN WAN, NT, HONG KONG",Private company limited by shares,29-01-1991,MAK HANG KEI (HONG KONG) CONSTRUCTION LIMITED,1.0
305,Man Kit Construction Company Limited,文傑建築有限公司,Buildings,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,17495393,"OFFICE A & B, 10/F, CNT TOWER,, NO. 338 HENNESSY ROAD WANCHAI, HONG KONG",Private company limited by shares,11-11-1993,MAN KIT CONSTRUCTION COMPANY LIMITED,1.0
306,Manhing Engineering Co.,文興工程公司,Buildings,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,21178341,"FLAT 7 7/F BLK A PO YIP BLDG, 62-70 TEXACO RD TSUEN WAN NT, HONG KONG",Private company limited by shares,05-11-1997,MANHING ENGINEERING COMPANY LIMITED,1.0
307,Martin Construction Company Limited,鴻業建築有限公司,Buildings,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,06853738,"UNIT A-D, 17/F, CENTRE 600, 82 KING LAM STREET, LAI CHI KOK, KLN, HONG KONG",Private company limited by shares,22-08-1980,MARTIN CONSTRUCTION COMPANY LIMITED,1.0
308,Max China Engineering Limited,豐華工程有限公司,Roads & Drainage,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,34918544,"UNIT 1803, CAMERON COMMERCIAL CENTRE,, 458-468 HENNESSY ROAD,, CAUSEWAY BAY, HONG KONG",Private company limited by shares,23-07-2004,MAX CHINA ENGINEERING LIMITED,1.0
309,Max China Engineering Limited,豐華工程有限公司,Site Formation,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,34918544,"UNIT 1803, CAMERON COMMERCIAL CENTRE,, 458-468 HENNESSY ROAD,, CAUSEWAY BAY, HONG KONG",Private company limited by shares,23-07-2004,MAX CHINA ENGINEERING LIMITED,1.0
310,Maxful Engineering Limited,萬利寶工程有限公司,Waterworks,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,33111341,"UNIT 501, 5/F., BLOCK A,, GOLDFIELD INDUSTRIAL CENTRE,, NO. 1 SUI WO ROAD, FOTAN, SHATIN, NT, HONG KONG",Private company limited by shares,11-10-2002,MAXFUL ENGINEERING LIMITED,1.0
311,Maylon Construction Company Limited,美聯建築有限公司,Buildings,B,suspended,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,03304396,"ROOM 413, 4/F.,, SHING YIP INDUSTRIAL BUILDING,, 19-21 SHING YIP STREET,, KWUN TONG, KOWLOON,, HONG KONG",Private company limited by shares,11-02-1969,MAYLON CONSTRUCTION COMPANY LIMITED,1.0
312,Maylon Construction Company Limited,美聯建築有限公司,Roads & Drainage,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,03304396,"ROOM 413, 4/F.,, SHING YIP INDUSTRIAL BUILDING,, 19-21 SHING YIP STREET,, KWUN TONG, KOWLOON,, HONG KONG",Private company limited by shares,11-02-1969,MAYLON CONSTRUCTION COMPANY LIMITED,1.0
313,"Mei Shing Engineering Co., Limited",美成工程有限公司,Roads & Drainage,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,35045700,"78C, 1/F, PO SAM PAI VILLAGE, TAI PO, NT, HONG KONG",Private company limited by shares,01-11-2004,"MEI SHING ENGINEERING CO., LIMITED",1.0
314,Milestone Builder Engineering Limited,進階建築工程有限公司,Buildings,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,32303393,"UNIT B, 15/F, 9 PO LUN STREET, LAI CHI KOK, KOWLOON, HONG KONG",Private company limited by shares,05-11-2001,MILESTONE BUILDER ENGINEERING LIMITED,1.0
315,Milton Construction Engineering Limited,萬昇建築工程有限公司,Buildings,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,36473942,"WORKSHOP 1, 2ND FLOOR,, CAMERON SINO TECHNOLOGY CENTRE, 73, CHAI WAN KOK STREET,, TSUEN WAN, HONG KONG",Private company limited by shares,21-07-2005,MILTON CONSTRUCTION ENGINEERING LIMITED,1.0
316,Ming Hing Civil Contractors Limited,明興土木工程有限公司,Waterworks,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,31118799,"3RD FLOOR, FORTUNE INDUSTRIAL BUILDING, NO. 35 TAI YIP STREET, KOWLOON BAY, KLN, HONG KONG",Private company limited by shares,16-06-2000,MING HING CIVIL CONTRACTORS LIMITED,1.0
317,Ming Hing Waterworks Engineering Company Limited,明興水務渠務工程有限公司,Roads & Drainage,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,10761802,"3RD FLOOR, FORTUNE INDUSTRIAL BUILDING, NO. 35 TAI YIP STREET, KOWLOON BAY, KLN, HONG KONG",Private company limited by shares,13-01-1987,MING HING WATERWORKS ENGINEERING COMPANY LIMITED,1.0
318,Ming Hing Waterworks Engineering Company Limited,明興水務渠務工程有限公司,Site Formation,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,10761802,"3RD FLOOR, FORTUNE INDUSTRIAL BUILDING, NO. 35 TAI YIP STREET, KOWLOON BAY, KLN, HONG KONG",Private company limited by shares,13-01-1987,MING HING WATERWORKS ENGINEERING COMPANY LIMITED,1.0
319,Ming Hing Waterworks Engineering Company Limited,明興水務渠務工程有限公司,Waterworks,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,10761802,"3RD FLOOR, FORTUNE INDUSTRIAL BUILDING, NO. 35 TAI YIP STREET, KOWLOON BAY, KLN, HONG KONG",Private company limited by shares,13-01-1987,MING HING WATERWORKS ENGINEERING COMPANY LIMITED,1.0
320,Ming Lee Foundation Company Limited,明利基礎工程有限公司,Site Formation,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,38275104,"UNIT 1702-03, 17/F., STELUX HOUSE, 698 PRINCE EDWARD ROAD EAST, SAN PO KONG, KLN, HONG KONG",Private company limited by shares,10-08-2007,MING LEE FOUNDATION COMPANY LIMITED,1.0
321,New City Construction Company Limited,新城市建築有限公司,Buildings,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,14353182,"ROOM 10, 10/F.,, ELITE INDUSTRIAL CENTRE,, 883 CHEUNG SHA WAN ROAD,, KLN, HONG KONG",Private company limited by shares,16-04-1991,NEW CITY CONSTRUCTION COMPANY LIMITED,1.0
322,New Hopes Construction Company Limited,新合成建築工程有限公司,Buildings,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,17865229,"FLAT 01, 8/F., WANG LUNG INDUSTRIAL BUILDING,, 11 LUNG TAK STREET,, TSUEN WAN, NEW TERRITORIES, HONG KONG",Private company limited by shares,25-01-1994,NEW HOPES CONSTRUCTION COMPANY LIMITED,1.0
323,New House Construction Company Limited,新豪建築有限公司,Buildings,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,19333173,"FLAT C&D 7/F SO TAO CENTRE, 11-15 KWAI SAU RD, KWAI CHUNG NT, HONG KONG",Private company limited by shares,14-09-1995,NEW HOUSE CONSTRUCTION COMPANY LIMITED,1.0
324,New Progress Construction Company Limited,新進建築有限公司,Buildings,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,15617759,"UNIT B, 21/F., PRINCE INDUSTRIAL BUILDING, 706 PRINCE EDWARD ROAD EEAST, SAN PO KONG, KLN, HONG KONG",Private company limited by shares,01-10-1991,NEW PROGRESS CONSTRUCTION COMPANY LIMITED,1.0
325,Pacific Construction Limited,太平洋建築有限公司,Buildings,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,12951766,"A3 12/F BLK A, HONG KONG INDUSTRIAL CTR, NOS. 489-491 CASTLE PEAK RD KLN, HONG KONG",Private company limited by shares,28-04-1989,PACIFIC CONSTRUCTION LIMITED,1.0
326,Pacific Construction Limited,太平洋建築有限公司,Site Formation,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,12951766,"A3 12/F BLK A, HONG KONG INDUSTRIAL CTR, NOS. 489-491 CASTLE PEAK RD KLN, HONG KONG",Private company limited by shares,28-04-1989,PACIFIC CONSTRUCTION LIMITED,1.0
327,Pacific Extend Limited,盛貿有限公司,Buildings,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,31422239,"ROOM 1001-02 10TH FLOOR, NEW KOWLOON PLAZA, 38 TAI KOK TSUI ROAD KLN, HONG KONG",Private company limited by shares,04-10-2000,PACIFIC EXTEND LIMITED,1.0
328,"Paul Y. Construction Company, Limited",保華建築有限公司,Buildings,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,01011131,"22/F, PRINCE'S BUILDING, 10 CHATER ROAD, CENTRAL, HONG KONG",Private company limited by shares,27-05-1960,"PAUL Y. CONSTRUCTION COMPANY, LIMITED",1.0
329,"Paul Y. Construction Company, Limited",保華建築有限公司,Port Works,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,01011131,"22/F, PRINCE'S BUILDING, 10 CHATER ROAD, CENTRAL, HONG KONG",Private company limited by shares,27-05-1960,"PAUL Y. CONSTRUCTION COMPANY, LIMITED",1.0
330,"Paul Y. Construction Company, Limited",保華建築有限公司,Roads & Drainage,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,01011131,"22/F, PRINCE'S BUILDING, 10 CHATER ROAD, CENTRAL, HONG KONG",Private company limited by shares,27-05-1960,"PAUL Y. CONSTRUCTION COMPANY, LIMITED",1.0
331,"Paul Y. Construction Company, Limited",保華建築有限公司,Site Formation,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,01011131,"22/F, PRINCE'S BUILDING, 10 CHATER ROAD, CENTRAL, HONG KONG",Private company limited by shares,27-05-1960,"PAUL Y. CONSTRUCTION COMPANY, LIMITED",1.0
332,"Paul Y. Construction Company, Limited",保華建築有限公司,Waterworks,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,01011131,"22/F, PRINCE'S BUILDING, 10 CHATER ROAD, CENTRAL, HONG KONG",Private company limited by shares,27-05-1960,"PAUL Y. CONSTRUCTION COMPANY, LIMITED",1.0
333,Paul Y. Construction & Engineering Co. Limited,保華建築工程有限公司,Buildings,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,09345879,"22/F, PRINCE'S BUILDING, 10 CHATER ROAD, CENTRAL, HONG KONG",Private company limited by shares,20-11-1984,Paul Y. Construction & Engineering Co. Limited,1.0
334,Paul Y. Construction & Engineering Co. Limited,保華建築工程有限公司,Roads & Drainage,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,09345879,"22/F, PRINCE'S BUILDING, 10 CHATER ROAD, CENTRAL, HONG KONG",Private company limited by shares,20-11-1984,Paul Y. Construction & Engineering Co. Limited,1.0
335,Paul Y. Construction & Engineering Co. Limited,保華建築工程有限公司,Site Formation,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,09345879,"22/F, PRINCE'S BUILDING, 10 CHATER ROAD, CENTRAL, HONG KONG",Private company limited by shares,20-11-1984,Paul Y. Construction & Engineering Co. Limited,1.0
336,Paul Y. General Contractors Limited,保華建築營造有限公司,Buildings,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,00621410,"22/F, PRINCE'S BUILDING, 10 CHATER ROAD, CENTRAL, HONG KONG",Private company limited by shares,01-04-1955,Paul Y. General Contractors Limited,1.0
337,Paul Y. General Contractors Limited,保華建築營造有限公司,Roads & Drainage,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,00621410,"22/F, PRINCE'S BUILDING, 10 CHATER ROAD, CENTRAL, HONG KONG",Private company limited by shares,01-04-1955,Paul Y. General Contractors Limited,1.0
338,Peako Engineering Co. Limited,必高工程有限公司,Roads & Drainage,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,19291509,"23/F, SKYLINE TOWER,, 18 TONG MI ROAD, MONGKOK, KLN, HONG KONG",Private company limited by shares,17-08-1995,PEAKO ENGINEERING CO. LIMITED,1.0
