REHAB_PROJ_KEY,BUILDING_NAME_ENG,BUILDING_NAME_CHI,BUILDING_ADDRESS_ENG,BUILDING_ADDRESS_CHI,DISTRICT,COMPLETION_YEAR,NUMBER_OF_UNITS,NUMBER_OF_STOREYS,REHABILITATION_COST,AVERAGE_CONTRIBUTION_PER_UNIT,OP_YEAR,SCHEME,SCOPE_OF_WORKS
4091,,,64 HONG NING ROAD,64 康寧道,Kwun Tong,2017,6,6,1370000,228333.33,1965,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
2113,,,90-92 APLIU STREET,90-92 鴨寮街,Sham Shui Po,2017,26,9,1774200,68238.46,1970,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
3164,,,No. 238 Lai Chi Kok Road & No. 1F Shek Kip Mei Street,荔枝道238號及石硤尾街1F號,Sham Shui Po,2018,6,6,1310885,218480.83,1963,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Fire Services Installation Improvement
6099,Tai Chow House,太就樓,121 Quarry Bay Street,121 鰂魚涌街,Eastern,2019,160,10,4940000,30875,1960,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Repair Underground Drainage
6238,Furama Building,富臨門大廈,15 Castle Peak Road,15 青山道,Sham Shui Po,2019,81,12,3199800,39504,1981,CAS,Concrete Repair; Replacement of Drainage Pipes; Re-roofing for Main Roof; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Repair Underground Drainage
7382,May Moon Building,美滿樓,50-66 Hop Yick Road,50-66 合益路,Yuen Long,2019,61,6,4430000,72623,1977,CAS,Concrete Repair; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
6207,Kar Fu Building,嘉富大廈,196-202 Java Road,196-202 渣華道,Eastern,2019,98,24,6632460,67678,1984,CAS,External Wall Re-painting/Re-tiling; Replacement of Flushing Water Pipes; Replacement/Repairing of Fire Rated Doors
6476,Yau Yu House,有餘樓,21-23 Pok Fu Lam Road,薄扶林道21-23號,Central & Western,2019,12,6,888000,74000,1977,CAS,External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Flushing Water Pipes; Repair Underground Drainage
6513,Golden Court,金滿閣,50 Yan Oi Tong Circuit,仁愛堂街50號,Tuen Mun,2020,79,12,4380050,55444,1978,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Removal of Unauthorized Building Works; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
6550,Ping On Building,平安樓,24 Ting Yip Street,定業街 24 號,Kwun Tong,2020,6,6,445300,74217,1978,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof
7169,Man Yip Building,文業樓,20-22 Kik Yeung Road,20-22 擊壤路,Yuen Long,2019,49,6,3820000,77959,1972,CAS,External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Re-roofing for Main Roof; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration
6645,2 San Lau Street,,NO.2 San Lau Street Kowloon,九龍新柳街2號,Kowloon City,2019,6,6,1627850,271308,1961,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
7170,Man Wing Building,萬榮大廈,503-507 Nathan Road,503-507 彌敦道,Yau Tsim Mong,2020,70,15,7000000,100000,1970,CAS,External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Removal of Unauthorized Building Works; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Repair Underground Drainage
7109,Yeung On Building,陽安大廈,50-54 Shau Kei Wan Road,50-54 筲箕灣道,Eastern,2020,67,23,4100200,61197,1981,CAS,Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
6993,Tai On Building,大安樓,194-202 Tung Choi Street,通菜街194-202號,Yau Tsim Mong,2019,63,10,7400911,117475,1964,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Pipes; Re-roofing for Main Roof; Removal of Unauthorized Building Works; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration
7304,Wing Fai Building,永輝大廈,189-195 Tung Choi Street,通菜街189-195號,Yau Tsim Mong,2020,37,19,2592000,70054,1972,CAS,External Wall Re-painting/Re-tiling; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
7613,,,157-163 Kau Pui Lung Road,靠背壟道 157-163 號,Kowloon City,2020,24,6,2955200,123133,1964,CAS,External Wall Re-painting/Re-tiling; Replacement of Drainage Pipes; Re-roofing for Main Roof; Replacement/Repairing of Windows; Repair Underground Drainage
