REHAB_PROJ_KEY,BUILDING_NAME_ENG,BUILDING_NAME_CHI,BUILDING_ADDRESS_ENG,BUILDING_ADDRESS_CHI,DISTRICT,COMPLETION_YEAR,NUMBER_OF_UNITS,NUMBER_OF_STOREYS,REHABILITATION_COST,AVERAGE_CONTRIBUTION_PER_UNIT,OP_YEAR,SCHEME,SCOPE_OF_WORKS
1202,Tin Hung Building,天虹樓,35-45 Ma Tau Kok Road,馬頭角道 35-45號,Kowloon City,2012,76,13,3630000,47763.16,1976,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Removal of Unauthorized Building Works; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
937,,,38-44 Maidstone Road,美善同道 38-44 號,Kowloon City,2015,20,5,867300,43365,1961,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement/Repairing of Windows
1208,May Court,美雅洋樓,38-44 Pau Chung Street,炮仗街 38-44號,Kowloon City,2011,59,12,1726600,29264.41,1977,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
708,Wah King Mansion,華景大廈,38-54 Ha Heung Road,下鄉道 38-54號,Kowloon City,2010,127,14,4236000,33354.33,1977,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Fire Services Installation Improvement; Replacement/Repairing of Windows
741,Perpetual Court,永恒閣,39-45 Tin Kwong Road,天光道 39-45號,Kowloon City,2011,78,6,3717460,47659.74,1959,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes
546,,,41-45 Pau Chung Street,炮仗街 41-45號,Kowloon City,2010,15,5,712000,47466.67,1955,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes
1194,Merry Mansion,美利大廈,43-55 Cheung Ning Street,長寧街 43-55號,Kowloon City,2011,121,12,3303828,27304.36,1973,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes
1241,Faerie Court,富怡閣,72-88 Ko Shan Road,高山道 72-88 號,Kowloon City,2015,169,27,7455407,44114.83,1979,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration; Repair Underground Drainage
1307,Honour Building,定安大廈,78-80W To Kwa Wan Road,土瓜灣道 78-80W號,Kowloon City,2015,954,13,38010840,39843.65,1973,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration
1080,Mei King Mansion Phase II,美景樓第2期,78-84 Lok Shan Road & 241-247B To Kwa Wan Road,落山道78-84號及土瓜灣道241-247B號,Kowloon City,2014,351,13,13366416,38080.96,1964,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Lift Renovation
1090,n/a,n/a,80-86 Baker Street & 19-21C Whampoa Street,必嘉街80-86號 & 黃埔街 19-21C號,Kowloon City,2011,40,8,1760000,44000,1957,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1297,Yick Fu Building,益富大廈,89-91 Ha Heung Road,下鄉道 89-91號,Kowloon City,2015,72,13,3300000,45833.33,1973,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Lift Renovation
1274,Fuk Shing Mansion,福星大廈,89-93A Ma Tau Wai Road,馬頭圍道 89-93A號,Kowloon City,2011,68,14,3752588,55185.12,1964,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1207,Bee Sing Mansion,美誠大廈,93-103A Ma Tau Chung Road,馬頭涌道 93-103A號,Kowloon City,2010,156,13,6008889.7,38518.52,1963,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration
1113,On Lok Building,安樂樓,99-105 Maidstone Road,美善同道 99-105號,Kowloon City,2011,24,6,999800,41658.33,1962,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement/Repairing of Windows
1303,Fok On Court,福安閣,100-104 Ma Tau Chung Road,馬頭涌道 100-104號,Kowloon City,2015,41,13,1843000,44951.22,1979,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
749,,,120-122 To Kwa Wan Road & 8-10 Hok Ling Street,土瓜灣道 120-122號 & 鶴齡街 8-10號,Kowloon City,2010,28,6,1288000,46000,1961,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Removal of Unauthorized Building Works; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors
1206,Fu Yu Court,富裕閣,121 Kau Pui Lung Road,靠背壟道 121號,Kowloon City,2012,43,10,2865309.3,66635.1,1978,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1089,Belmont Court,善美閣,123-125 Maidstone Road,美善同道 123-125號,Kowloon City,2010,10,5,623868,62386.8,1963,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof; Replacement/Repairing of Windows
734,Evergreen Building,恒康大廈,128-132 Tam Kung Road,譚公道 128-132號,Kowloon City,2011,35,11,1251390,35754,1975,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Electrical Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
2086,,,197-199 Ma Tau Wai Road,馬頭圍道 197-199號,Kowloon City,2015,18,9,1636932,90940.67,1965,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Windows
497,,,204 Ma Tau Wai Road,馬頭圍道 204 號,Kowloon City,2009,14,7,410000,29285.71,1960,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Replacement/Repairing of Windows
498,,,206 Ma Tau Wai Road,馬頭圍道206號,Kowloon City,2010,14,7,476140,34010,1960,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Removal of Unauthorized Building Works; Replacement/Repairing of Windows
1201,Tung Hing Building,東興大樓,249-259 To Kwa Wan Road,土瓜灣道 249-259號,Kowloon City,2012,108,8,3562129.6,32982.68,1959,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1135,Loyal Mansion,友誠大廈,262-270 Ma Tau Wai Road & 2A-B Anhui Street,馬頭圍道 262-270 號 & 安徽街 2A-B 號,Kowloon City,2012,147,17,4620930,31434.9,1967,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Re-roofing for Main Roof; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1097,No. 273 To Kwa Wan Road,,273 To Kwa Wan Road,土瓜灣道 273號,Kowloon City,2015,8,8,690000,86250,1959,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Windows
1098,No. 275 To Kwa Wan Road,,275 To Kwa Wan Road,土瓜灣道 275號,Kowloon City,2015,8,8,690000,86250,1959,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement
1139,Kwong Yiu Building,光耀大廈,320-322 Ma Tau Wai Road,馬頭圍道320-322號,Kowloon City,2011,47,17,2006100,42682.98,1968,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
935,"Chong Chien Court, Wyler Gardens",偉恆昌新邨昌景閣,331-361 To Kwa Wan Road & 79-111 MEI KING STREET,土瓜灣道 331-361號 及 美景街 79-111 號,Kowloon City,2013,798,14,49061150,61480.14,1978,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration
1104,Comfort House,安居樓,457-463 Chatham Road North,漆咸道北 457-463號,Kowloon City,2011,85,16,4780000,56235.29,1964,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Main Lobby Redecoration
1077,Cheong Shing Court,昌盛金舖大樓,661-673 Gillies Avenue & 5-7 San Lau Street,機利士南路661-673號及新柳街5-7號,Kowloon City,2013,128,14,6719000,52492.19,1967,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1431,Tai Hing Building,泰興樓,1-7 Luen On Street,聯安街 1-7號,Kwun Tong,2012,43,9,2638830,61368.14,1962,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1281,Cheoy Lee Building,財利大樓,1-7 Yee On Street,宜安街 1-7號,Kwun Tong,2011,71,11,2447585,34473.03,1964,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
677,Wang Yip Building,宏業大樓,2-26 Ka Lok Street,嘉樂街 2-26號,Kwun Tong,2011,130,9,2986286,22971.43,1965,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1311,Yee Cheong Building,怡昌大樓,3-15 Ka Lok Street,嘉樂街 3-15號,Kwun Tong,2010,47,9,1225705.8,26078.85,1966,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
876,Tin Heung Garden House,天香花園大廈,4 Tin Heung Street,天香街4號,Kwun Tong,2012,72,13,5350000,74305.56,1964,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Replacement/Repairing of Windows
901,Yee On Building,宜安大廈,4-6 Yee On Street,宜安街 4-6,Kwun Tong,2012,65,6,2940000,45230.77,1967,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Removal of Unauthorized Building Works; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1257,On Hing Building,安興大廈,7-13 Shung Yan Street,崇仁街7-13號,Kwun Tong,2015,37,9,1572880,42510.27,1967,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1344,Morning Light Building,晨光大廈,7-9 Hong Ning Road,康寧道 7-9號,Kwun Tong,2010,77,22,3730000,48441.56,1973,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1151,Hwa Fung Mansion,華豐大廈,7-9A Tin Heung Street,天香街 7-9A號,Kwun Tong,2010,48,13,2580200,53754.17,1964,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors
1586,Wing Ngai Mansion,永毅大樓,9-15 Luen On Street,聯安街 9-15號,Kwun Tong,2012,53,9,2100924,39640.08,1967,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1345,Kai King Building,佳景樓,12 Yuet Wah Street,月華街 12號,Kwun Tong,2010,96,13,5950000,61979.17,1965,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Removal of Unauthorized Building Works; Replacement/Repairing of Fire Rated Doors
1417,Wing Shun Building,永順大廈,14-26 Shui Wo Street & 47-49 Fu Yan Street,瑞和街14-26號及輔仁街47-49號,Kwun Tong,2016,48,9,3520000,73333.33,1965,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Fresh Water Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Repair Underground Drainage
1402,Kwun Tong Theatre Building Block B,觀塘戲院大廈B座,15 Tung Ming Street,通明街 15號,Kwun Tong,2011,142,18,4661000,32823.94,1971,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1254,Yue Man Mansion,裕民大廈,15-17 Hong Ning Road,康寧道 15-17 號,Kwun Tong,2011,58,12,2100000,36206.9,1967,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Main Lobby Redecoration
1292,On Shung Building,安順大廈,15-31 Shung Yan Street,崇仁街 15-31號,Kwun Tong,2010,97,14,2696000,27793.81,1965,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Removal of Unauthorized Building Works; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1299,Far View Mansion,遠境大廈,16 Yuet Wah Street,月華街 16號,Kwun Tong,2010,120,13,5710000,47583.33,1966,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Lift Renovation
1429,Shun King Building,順景大樓,17-33 Ka Lok Street,嘉樂街 17-33號,Kwun Tong,2013,88,9,3995500,45403.41,1966,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1286,Kiu Yip Mansion,僑業大廈,18 Yuet Wah Street,月華街 18號,Kwun Tong,2011,144,13,6617136,45952.33,1965,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Removal of Unauthorized Building Works; Replacement/Repairing of Fire Rated Doors
1253,Good View Court,觀景閣,20 Yuet Wah Street,月華街 20號,Kwun Tong,2010,120,13,4730000,39416.67,1966,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Fire Rated Doors
1155,Hung Fat Building,鴻發大樓,21-33 Tung Ming Street,通明街 21-33,Kwun Tong,2010,148,18,2873189,19413.44,1970,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Removal of Unauthorized Building Works; Fire Services Installation Improvement; Replacement/Repairing of Windows
1283,Yan On Building,仁安大廈,23 Hong Ning Road,康寧道 23號,Kwun Tong,2011,195,16,6500000,33333.33,1965,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes
1148,Kwong Sen Mansion,光星大廈,23-33 Shui Wo Street,瑞和街 23-33號,Kwun Tong,2010,60,9,2316296,38604.93,1965,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration
878,Luen On House,聯安大樓,25-31 Luen On Street,聯安街25-31號,Kwun Tong,2012,64,8,2200000,34375,1963,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement/Repairing of Fire Rated Doors; Main Lobby Redecoration
1347,Yuet Wah Mansion,月華大廈,25-39 Yuet Wah Street,月華街 25-39號,Kwun Tong,2010,120,13,6289470,52412.25,1965,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1304,Wan Hon Mansion,雲漢大樓,26-34 Wan Hon Street,雲漢街 26-34號,Kwun Tong,2009,207,9,4141355,20006.55,1971,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Electrical Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration
881,Tai Hong Building,泰康樓,28-30 Yuet Wah Street,月華街 28-30號,Kwun Tong,2011,191,9,4800000,25130.89,1970,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Windows
907,Fook Hing Court,福興樓,37-47 Wan Hon Street,雲漢街 37-47,Kwun Tong,2012,66,6,1704440,25824.85,1967,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof; Replacement/Repairing of Windows
1430,Yuet Yiu Building,月耀樓,41-47 Shui Wo Street,瑞和街 41-47號,Kwun Tong,2012,36,9,1409250,39145.83,1966,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1322,Happy Building,多喜大廈,45 Yuet Wah Street,月華街 45號,Kwun Tong,2010,168,13,6849849,40772.91,1965,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1339,On Lok Garden Mansion,安樂花園大廈,47 Yuet Wah Street,月華街 47號,Kwun Tong,2011,72,13,3206820,44539.17,1965,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1260,Fung King Building,豐景樓,49 Yuet Wah Street,月華街49號,Kwun Tong,2013,96,13,4860000,50625,1964,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
720,Tsap King Mansion,集景樓,50 Yuet Wah Street,月華街50號,Kwun Tong,2014,192,13,9230000,48072.92,1966,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Repair Underground Drainage
1293,Nam Tai Mansion,南泰大樓,50-68 Shui Wo Street,瑞和街 50-68號,Kwun Tong,2010,66,8,2460000,37272.73,1965,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Electrical Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1154,Yuet Wah Mansion,月華樓,53 Yuet Wah Street,月華街 53號,Kwun Tong,2009,96,13,7451090,77615.52,1965,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1284,On Ning Building,安寧樓,55-79 Mut Wah Street,物華街 55-79號,Kwun Tong,2012,116,14,3882360,33468.62,1965,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1291,Wing Fai Building,永輝樓,59-69 Shui Wo Street,瑞和街 59-69號,Kwun Tong,2009,30,6,894268,29808.93,1965,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1337,Chi Hang Building,志恒大廈,70-76 Hip Wo Street,協和街 70-76號,Kwun Tong,2011,48,13,2788000,58083.33,1962,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration
882,Cheung On Mansion,長安大樓,70-86 Shui Wo Street,瑞和街70-86號,Kwun Tong,2012,85,12,3616300,42544.71,1965,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Repair Underground Drainage
1350,Ho King Building,好景樓,71 Yuet Wah Street,月華街 71號,Kwun Tong,2011,72,13,3479400,48325,1964,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration
1363,Nam Kiu Mansion,南僑大樓,73-87 Wan Hon Street,雲漢街 73-87號,Kwun Tong,2010,93,8,2970000,31935.48,1966,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
