period,period_type,category,Asphalter (road construction),Bamboo scaffolder,Bar bender and fixer,Bricklayer,Building services maintenance mechanic,Cable jointer (power),Carpenter (formwork),Concretor,Construction plant mechanic,Diver,Drainlayer,Electrical fitter (incl. electrician),Fire services mechanic,General welder,General workers and labourers,Glazier,Joiner,Leveller,Lift and escalator mechanic,Marble worker,Mason,Mechanical fitter,Metal worker,Painter and decorator,Plant & equipment operator (load shifting),Plasterer,Plumber,Refrigeration/ air-conditioning/ ventilation mechanic,Rigger/ metal formwork erector,Rock-breaking driller,Structural steel erector,Structural steel welder,Truck driver
200304,monthly,average_daily_wage_hkd,863.5,1145.2,1325.1,957,950,640.5,1268.8,1080.4,877.9,2018.4,963.1,804.7,793.5,848.6,603,897.1,1027.3,766.1,855,1040.1,867.7,746.9,889.8,882.4,806.1,963,975.2,670.9,994,886.8,958.3,868.2,655.1
200305,monthly,average_daily_wage_hkd,858.8,1161.9,1309.2,968.8,700,774.2,1249,1076,846.5,1591.4,946.5,808.9,800.7,848.2,601.1,875.5,1020.6,775.1,841,1091.3,900.7,792.8,885.5,898.8,807.6,968.9,980.9,690.6,992.6,864.9,989.4,885,649.2
200306,monthly,average_daily_wage_hkd,876.6,1164.6,1297.4,971.9,987.2,575,1254,1072.4,859.8,1725.2,955.6,794.6,797.6,848.9,601.1,895.5,1059.2,771,769.1,1132.7,903.7,764.2,890.4,907.7,809.2,976.1,986.8,675.9,980.7,889.8,1063.1,879.7,653.1
200307,monthly,average_daily_wage_hkd,773.9,1181.7,1296.1,961.1,901.4,708.3,1258.1,1093.4,861.7,1673.6,959.8,782.6,797.4,850.6,600.5,878.1,1147.5,763.1,759,1085.2,937.3,759.5,892.8,911.4,803,983.6,996.4,646.5,986.1,889.7,1015.1,906.4,647.9
200308,monthly,average_daily_wage_hkd,741.2,1154.2,1276.4,949.7,840,1017.8,1227.1,1078.2,848.2,1680.5,937.5,775,792.9,847.5,598.9,889.4,1122.4,758.6,793.2,1003.7,877.1,767.9,886.4,905.5,797.9,976.2,977.6,645.6,996,891.1,1018.6,915.8,645.9
200309,monthly,average_daily_wage_hkd,707.6,1138.7,1265.4,969.2,730,600,1206.8,1060.1,832,1704.6,938.8,779.1,796,846.6,592.8,866.4,1074,745.4,902.7,1027.9,876.2,767.5,875.8,907.5,791.9,982.6,983.2,642.4,956.3,865,1034.5,888.8,645.6
200310,monthly,average_daily_wage_hkd,752.4,1163.3,1253.5,950.4,772,637.3,1187.9,1049.7,825.9,1643,930.9,762.9,794.6,844.4,591.6,888.6,1089.2,744.7,895.2,1056.9,838.9,757.9,868.4,885.6,784.3,975.9,979.8,632.3,914.5,849.3,1007.5,859.8,641.2
200311,monthly,average_daily_wage_hkd,724,1161,1258.4,932.4,795.2,794.7,1188.6,1032,830.5,1556.1,919.4,754.1,780.5,826.3,587.2,883.8,1098.3,759.1,838.2,1068.3,895.7,788.4,869.5,872.2,781.2,977.7,976.8,646.7,920.2,865.1,999.5,906.9,634.8
200312,monthly,average_daily_wage_hkd,753.6,1148.1,1249.7,953.4,828.8,600,1184.8,1021.9,816.3,1522.4,933.6,758.1,776.7,820.6,589.1,879.5,1045.2,751.9,833.7,1013.6,885,793.3,863.6,894.8,781.9,981.9,967.6,646.1,901.8,868.2,1040.6,898.6,642.8
200401,monthly,average_daily_wage_hkd,788.8,1174.1,1243.8,957.1,772.6,600,1199.2,1031.3,825,1722.8,954.7,753.1,765.9,814.6,590.3,899.2,1106.7,761.9,863.5,1052.8,876.4,750,860,901.3,783.3,973.8,981.3,635.4,847.5,854.7,1075.9,927.5,634.2
200402,monthly,average_daily_wage_hkd,744.6,1147.1,1248.6,948.9,740.6,627.5,1201.3,1029.7,819.1,1582.9,970.7,759.8,764.7,801.3,590,888.4,1131.1,759.5,813.1,1023.2,831.9,765.3,863.5,901.6,779.7,958.4,965.9,655.8,849.6,868.3,1025.6,949.1,625.5
200403,monthly,average_daily_wage_hkd,792.6,1126.3,1245.1,915.5,728.1,642.4,1199.3,1027.7,820.4,1447.1,952.7,756.6,754.9,799.7,590.4,906.3,1087.6,756.8,747.9,1036.8,849.1,753.7,867.6,903.4,773.2,949.7,964.8,659.9,839.3,861.9,1031.6,966.3,624.8
200404,monthly,average_daily_wage_hkd,741.2,1102.3,1236.3,895,787.8,600,1162.8,1021.5,814.9,1510.6,952.1,753.1,756.8,802.6,588.6,885.7,1012.2,764.3,751.3,1034.7,855.2,757.8,847.1,886.4,776.2,930.3,940.9,647.6,825.7,815.3,977.9,921.8,601.2
200405,monthly,average_daily_wage_hkd,677.2,1080,1219.9,893,774.2,616.2,1149.5,1017.4,809.3,1600.8,935.3,751.8,762.9,784.7,581.7,870.8,1005.4,762,747.6,994.9,839.3,744.1,845.8,872.8,776,932.8,929.2,675.3,810.4,797.9,972.6,960.5,600
200406,monthly,average_daily_wage_hkd,715.3,1077.3,1225.4,961.3,728.9,725.6,1146.9,1026.3,802.7,1596.4,927.5,763.7,762.7,790.1,584.9,843.2,1029.4,757.9,785.7,1003.2,849.9,752.5,853.1,878.4,784.4,934.9,933.8,685.1,810.4,821,966.2,939,604.6
200407,monthly,average_daily_wage_hkd,740.8,1068.1,1221.2,921.6,885.4,742.4,1148.2,1011.7,813.3,1636.2,935.4,772.2,771,785.5,582.1,896.7,1023.4,761.6,815.6,978.2,884.3,752.6,856.5,885.2,784.4,949.9,947,688.2,783.4,822.8,972.5,923.1,608.8
200408,monthly,average_daily_wage_hkd,740.8,1048.6,1220.7,837.3,893.2,648.1,1135.4,1013.1,821.5,1703.4,925,778.3,778,783.2,579.5,865.4,1022.2,755.7,834.8,1057.2,873.6,734.7,854.8,886.6,784.9,932.2,949.2,701.1,777.3,822.6,913.9,960.7,611.3
200409,monthly,average_daily_wage_hkd,697,1057.6,1210.1,853.1,859.1,642.8,1123.8,1011.9,825.6,1700.6,922.3,774.7,776.5,787.9,578.5,879.7,1058.4,756.6,881.7,1055.3,800.9,728.5,860.2,882.4,780.4,933.2,946.8,701.2,763.8,829.9,913.1,919.3,607.2
200410,monthly,average_daily_wage_hkd,668.2,1085.7,1202.7,862.9,884.7,796.2,1102.3,1018,824.9,1645.1,886.5,771.8,780,788.5,579.7,862.3,1055,756.4,836,983,845.1,721.5,855.1,871.8,777.4,921.3,945.7,689.4,750.2,816,959.9,844.1,612.5
200411,monthly,average_daily_wage_hkd,705.7,1039.4,1200.9,897,908.4,804.8,1108.3,1011.9,828.7,1629.1,876.7,767.7,775.1,801.5,581.3,878.2,1060.3,768.1,830.4,999.4,845.2,728.5,846.4,865,776.4,911.2,944.2,694.2,765.5,832.9,922.3,878.6,613.5
200412,monthly,average_daily_wage_hkd,706.4,1072.1,1195.4,872.7,891.2,855.4,1097.2,1006.2,825.8,1560.7,887.2,765.8,781.6,803.9,576.9,847,1082.8,759.3,789.2,956.1,818.1,722.5,852.6,866.5,776.8,904.6,936.7,698.5,761.1,866.8,902.6,888.2,604.6
200501,monthly,average_daily_wage_hkd,721,1068.3,1191,858.1,866.5,698,1094.9,993.7,823.9,1611.4,881.2,760.8,779.8,806.1,575.8,834.3,1065.1,756.1,741.5,962,820.2,713.8,850.5,859.2,777.5,912.1,928.7,700.1,758,863,904,891.2,602.3
200502,monthly,average_daily_wage_hkd,743.4,1068.5,1197,867.8,827.6,664.9,1102.5,990.1,832.7,1674.3,875.5,738.7,769.1,818.6,570.2,843.6,1050.8,761.9,756.7,978.8,866.7,714.1,847.3,842.7,785.3,913.9,905.3,674.1,774.3,817.4,933.1,926.9,606.5
200503,monthly,average_daily_wage_hkd,753.8,1047.9,1188.3,896.6,854.6,737.5,1073.4,974.6,809.1,1666.3,874.1,762.8,760,806.4,568.8,839.8,1043.6,730.3,780.8,1009.7,867.2,709.7,843.3,844.4,770.4,896.6,902.2,695.6,759.1,854.8,885.9,893.8,594.2
200504,monthly,average_daily_wage_hkd,723,1100,1183.8,893.2,819.3,607.1,1078.9,956.6,813.9,1654.6,888.3,754.8,782.7,804.5,573,855.5,1042.2,724.7,795.3,1072.7,872.2,710.1,841.3,843.6,763.6,905.1,910.2,707.4,746.9,839,892.7,889.5,596.9
200505,monthly,average_daily_wage_hkd,765.5,1093.7,1163.8,848.8,801.1,600,1077.2,947.2,811.5,1778.8,875,759.5,798.8,786,572.8,869.5,1019.7,708.4,802.3,1030,899,713,850.4,854.5,766.8,904.3,911.8,703,748.2,838.1,834.8,886.2,583
200506,monthly,average_daily_wage_hkd,783.9,1089.1,1159.6,886.3,852.9,831.3,1073.7,923.5,807.6,1687.4,874.7,742,758.2,783.7,571.7,878.2,982.1,700.3,820.8,969.2,853.2,705.1,840.9,853.6,765.6,883.3,903.3,659.3,724.1,851.2,961.8,946.2,572.5
200507,monthly,average_daily_wage_hkd,762,1051.6,1148.7,859.3,786.4,697.2,1069.9,936.5,811.3,1619.2,872.5,738.9,742,774.2,567.7,861.3,1017.8,695.6,875.7,963.6,838.5,707.7,842.9,834.9,765.5,881.3,890.6,641.1,729.8,845.5,883.6,931.1,572.3
200508,monthly,average_daily_wage_hkd,749.9,1031.5,1143.7,827.8,786.4,608.9,1052.3,929.5,780.3,1749.6,857.3,722.3,729.2,779.9,560.9,855.5,988.7,689.3,845.9,818.6,844.6,701.9,814.4,816,768.8,878.5,871.9,615.6,718.8,848.6,886,906.5,574.7
200509,monthly,average_daily_wage_hkd,769.2,1051.4,1131.8,806.4,786.4,600,1034.9,920.8,760.1,1686.8,861.7,721.1,718.1,777.5,560.5,848.6,1009,681.8,863.2,745.5,877.1,697.6,813.5,808.2,770.3,880.7,887.7,600.1,703.9,824.7,849.1,903.2,581.9
200510,monthly,average_daily_wage_hkd,771.4,1040.9,1123.1,787.3,786.4,600,1023.1,920.2,780.6,1709.5,864.1,707.4,714.2,783,562.5,871.1,1000.8,683.8,797.2,838.4,866.1,690.8,815.6,809.9,764.7,859.5,880.4,574.8,718,822.9,921.8,885.5,597.5
200511,monthly,average_daily_wage_hkd,766,1030.6,1126.9,781.8,820,612.8,1030.1,904,804.2,1654.9,874.7,721.6,717.1,764,562.4,862.2,989,679.2,782.6,950.9,852.6,658.6,816.3,798.5,765.5,858.6,866.7,583.6,741.7,829.6,891.9,907.8,604.1
200512,monthly,average_daily_wage_hkd,763.5,1025.3,1125.6,783.6,751.7,600,1042.6,902.5,800.6,1697.7,889.3,715.1,709.7,775.2,560.5,854.5,1014.1,684.8,855.1,982.6,886.8,635.2,814.7,795.3,762.2,860.4,873.1,564.6,728.1,824.8,878.8,917.7,607.3
200601,monthly,average_daily_wage_hkd,758.5,1004.8,1121.8,777.9,750,628.1,1042.1,880.3,814.8,1640.2,887.5,713.8,712.9,770.2,562.9,818,990.7,685.9,886.8,877.1,894,630.5,802.3,779.5,765.7,861.8,867.4,566.6,743.2,831.4,846.2,955.6,603.6
200602,monthly,average_daily_wage_hkd,776,1000.8,1128.5,780.9,750,600,1034.8,883.1,776.8,1564.9,877.3,716.2,727.1,780.3,561.1,742.3,949.7,681.5,945.7,951.2,902.1,615.6,788.8,758.7,767.8,839.9,826.2,560.1,752.7,830.4,864.3,959.5,611.3
200603,monthly,average_daily_wage_hkd,810.3,1025.7,1128.3,801.5,750,600,1042.5,893.2,804.3,1604.9,882.3,724.8,728.8,783.2,563.4,762.3,960.7,704.4,888.3,846.4,898.6,652.8,814.5,773.3,772.4,854.9,842.1,588.9,731.8,800.4,859.8,934.8,618.1
200604,monthly,average_daily_wage_hkd,748.4,1064.3,1144.6,799.1,750,600,1047.7,911.3,806.4,1582.3,863.7,713.5,732.7,785.2,564.8,715.4,938.8,692.9,743.5,968.6,899.5,617,799.3,767.8,771.7,858.6,822.1,611.4,753,811,864.9,922.6,625
200605,monthly,average_daily_wage_hkd,772.8,1113.8,1141.6,839.5,742.5,600,1058.4,941.5,811.3,1489.5,865.7,708.6,735,785.5,565.7,730.9,935.4,717,771.7,883.6,880.1,586,812.6,761.1,770.2,863.4,814.7,589.8,791.1,792.3,867.4,928.9,619.6
200606,monthly,average_daily_wage_hkd,756.9,1108.3,1154,840.1,743.7,600,1076.9,940.3,816.5,1543.3,861.9,715.1,737.8,786.6,565.9,770,953.9,726.7,815.7,826.1,933.6,589.1,822.3,791.2,767,890.3,836.8,595.4,777.7,781.7,884.8,920.2,613.1
200607,monthly,average_daily_wage_hkd,722,1109.9,1161.2,869.6,750,667.2,1088.2,934.3,801.3,1609,852,718.7,766,784.5,564.7,750.9,879.6,726.2,807.9,784.5,888.1,621.4,808,769.4,766.5,858.4,805,594.5,790.2,783.9,889.6,941.6,612.8
200608,monthly,average_daily_wage_hkd,719.6,1103.2,1174.7,864.8,781.2,785.1,1089.7,938.1,805.2,1556.5,840.9,730.2,783.6,779.8,564.2,712.3,896.2,728.1,735.3,754.7,873.3,636.7,795.4,771.3,769.5,855.5,784,582.9,781.6,769.8,877.9,971.5,610.8
200609,monthly,average_daily_wage_hkd,725.9,1142.9,1150,873.8,840,739.7,1070.8,940.6,789.4,1556.9,831.4,735.9,784.9,777.5,567.4,746.4,890.1,726,783.1,750.5,870.9,671.4,800.1,765.5,763.6,873.6,812.3,592.6,778.5,768.9,880.9,960.2,613.9
200610,monthly,average_daily_wage_hkd,734.4,1161.1,1135.5,864.9,750,632,1040.6,928.8,805.8,1507.2,847.1,740.3,763.7,779,572.2,817.5,912,736.7,832.7,850.4,862.2,701.6,811,770.9,763.2,901.4,843,655.2,774.9,757.8,826.6,964,615.2
200611,monthly,average_daily_wage_hkd,692,1112.3,1142.7,897,750,600,1046.7,949.5,802.4,1565.7,857.5,746.5,778,788.7,569.6,809.3,921.6,736.9,884.9,830.5,863.7,686.1,817.6,772.4,765.9,909.1,845.9,640.3,797.8,778.2,874.6,955.3,615.8
200612,monthly,average_daily_wage_hkd,702.3,1110,1137,833.4,750,600,1029.1,938,807.6,1646.6,857,749.3,803.4,812.6,568.6,811.6,956.8,743.6,886.6,802.9,858.2,689,825.9,772.1,763.8,910,848.8,647.3,788.3,779.8,834,957.5,601.1
200701,monthly,average_daily_wage_hkd,718.8,1164.7,1134.3,807.1,630.9,600,1027.6,931.8,793.2,1585.1,861.5,755.8,812,819.2,571.8,826.3,955.3,762.8,820.3,870.9,842.1,675.6,832.1,756.1,763.2,920.1,849.1,705.6,770.2,757.2,791.7,970.9,600.8
200702,monthly,average_daily_wage_hkd,736.2,1152.3,1135.1,778.1,640.6,600,1011,929.5,822.4,1549,852.8,740.3,826.3,815,573.7,859.8,1003.7,738.4,821.8,835.5,830.9,681.1,858.3,766.3,760.4,920,851.4,634.8,777.7,746.3,705.7,968.2,606.3
200703,monthly,average_daily_wage_hkd,719.6,1188.2,1131.8,798.4,652.8,600,1021.9,939,818.9,1734.4,837.4,745.5,867.1,819.5,580,836.5,1076.3,745.9,883.9,1088.9,826.3,681.5,860.2,782.6,763,928.1,854.1,674.8,787.8,770.7,868.5,944.5,616.9
200704,monthly,average_daily_wage_hkd,730.3,1151.3,1138.8,755.4,569.8,623.5,1025.5,947.3,775.5,1792.9,810.2,733.1,844.5,806.8,573.9,807.6,1006.4,733.8,764.9,1040.7,847.5,657.7,835.5,755.3,759.6,881.3,824.7,656.3,794.6,773.7,882.9,965.3,602.3
200705,monthly,average_daily_wage_hkd,794.8,1114.9,1134.6,853.4,547.7,623.5,999.1,942.8,782,1615.6,842.1,733.3,815.2,798,571.9,800.5,934.7,724,788.2,935.1,914.6,660.8,816.5,756.8,759.8,869.7,808.1,675.8,827.6,780.3,872.7,968,595.9
200706,monthly,average_daily_wage_hkd,813.9,1076.7,1142.9,841.3,537.5,600,993.1,948.2,774.3,1821.1,826.5,727.7,788.6,778.3,569.9,751.9,926.7,715.4,804.5,866.6,925.2,666,814.2,753,761.6,829.6,798.8,638.4,843.4,774.3,847.5,970.7,591.7
200707,monthly,average_daily_wage_hkd,777.8,1092.9,1143.4,807.7,526,600,993.8,929,810.1,1788,815.6,710.1,718.4,794.3,572.6,760.7,891.7,715.2,626.1,812.1,913.5,698.7,807,721.2,764.6,803.9,783,649.2,868.1,770.1,871.2,942,594.5
200708,monthly,average_daily_wage_hkd,739.2,1013.6,1092,758.9,630.7,600,943.9,927.4,800.3,1785,800.5,699.7,700.5,789.1,566.8,752.4,877.4,699.6,613.8,800,970.7,683.7,793.3,705.4,759.9,799.1,782.8,636,813.2,761.2,871.4,980.8,597.5
200709,monthly,average_daily_wage_hkd,792.2,1062.9,1073,854.2,621.8,631.8,944.5,930.3,756.7,1739.2,816,687.9,659.2,791.8,566,801.9,822.1,712.7,616.5,772.4,847,672.5,782,737.8,748.9,823.3,774.6,553,802.4,758.9,897,930.7,605.3
200710,monthly,average_daily_wage_hkd,698.3,1051,1067.2,838.8,515.2,631.8,941.4,929,716.3,1725.5,800.4,691,662.9,790.9,565.7,772,826.4,690.4,620.3,776.7,830.4,685.2,780.4,728.9,753.8,825.9,775.4,587.8,812.7,779.4,869.2,917.5,595.4
200711,monthly,average_daily_wage_hkd,724.2,1076.8,1070.7,869.4,511.7,600,948.3,927.9,728.9,1675.7,805.9,685.7,703.1,782.1,567.7,831.8,905.2,691.2,659.1,960.9,825.2,695.6,795.2,745.6,754.1,842.2,795.8,543.6,836,761,903.9,910.8,598.3
200712,monthly,average_daily_wage_hkd,712.8,1036.4,1071.4,853.4,511.2,600,951.4,915.3,705.9,1662.8,785.6,679.8,689.6,765.7,565.5,799.4,878.6,697.2,622.8,975,837.8,685.5,786.2,742.1,753.1,816.8,782.4,581.4,820.4,790.3,890.5,919.7,586.6
200801,monthly,average_daily_wage_hkd,713.4,1050.2,1077.4,853.5,511.6,600,967.9,924.3,725.3,1543,810.2,672,686.9,777.9,566.1,837.7,914,687.8,604.5,949.1,761.2,695.1,794.7,747,756.5,823.5,792.1,563.6,829,783.3,889.9,909.2,590.3
200802,monthly,average_daily_wage_hkd,705.5,1028,1072.6,826,550.5,479.3,987.9,948.4,722,1549.3,821.2,686.1,677.6,783.2,568.6,864.4,896,686.6,635.9,967.5,766.1,670.1,792.7,741.1,756.9,806.2,778.6,583.7,825.6,781.4,897.5,917.7,581.1
200803,monthly,average_daily_wage_hkd,679.2,1033.5,1067.4,816.1,626.4,479.3,986.9,932.8,724.6,1647.8,814.7,678.8,710,783.6,568.1,811.7,868,686.2,665.1,942.4,714.6,683.8,775.2,740.6,737.7,802.8,784.9,591.4,829.9,796.6,897.7,911.1,602.6
200804,monthly,average_daily_wage_hkd,706.9,1024.1,1061,812.5,644.1,479.3,988.4,923.6,735.4,1577,792,665,664,787.1,570.8,705.1,816.8,686.5,511.9,909.7,747.8,673.5,749.7,710.2,759.1,783,779.1,588.7,809.9,797.9,861.7,884.8,594.4
200805,monthly,average_daily_wage_hkd,767.7,1021.7,1055.6,814.6,672.5,479.3,984.9,931.3,762.4,1575.1,808.2,667,664.5,787,562.3,813.2,783.6,689.5,520.9,710.5,784.7,681.1,733,727.9,761,802.1,767.1,576.2,790.5,796.8,898.4,908.5,586.9
200806,monthly,average_daily_wage_hkd,680.7,1060.7,1070.6,852.9,778.3,479.3,986.7,922.6,721.4,1555,805.9,667.7,652.1,795.2,565.2,816.1,870.6,689.7,528.4,723.1,778.8,661.5,746.6,725.4,764.8,820,790.4,584.2,779.2,779.1,898.1,878,593.9
200807,monthly,average_daily_wage_hkd,651.5,1048.2,1067.9,813.5,764.8,479.3,983.4,923.5,707.4,1728.1,818.6,670,661.8,798.1,566.8,842.3,865.9,694.5,563.4,641,778.4,693.4,757.4,717,761.6,823.7,797.9,539.2,785.7,796.2,898.8,893.9,595.7
200808,monthly,average_daily_wage_hkd,675.5,1021.7,1051.3,828.3,757.1,479.3,966.2,908.6,712,1600.9,823.5,672.6,677.7,792.4,561.9,771.7,850.3,690.8,704.8,632.3,757.6,660.1,752.9,684.4,754.5,787.3,756.3,553.8,759.6,788.7,893.3,889.9,591.2
200809,monthly,average_daily_wage_hkd,678.4,1004.4,1052.5,826.3,770,479.3,978.2,923.4,706.4,1498.7,838.9,674.7,703.9,792.1,558.9,603.4,863.7,693.5,683.5,744.3,781.5,716.6,769.6,716.4,748.1,807.7,755.3,548.8,736,776,886.3,881.4,585.5
200810,monthly,average_daily_wage_hkd,691.6,907.3,1064.9,810,759.4,479.3,966.4,933.4,692.7,1670,837.6,691.9,709,788.1,564.5,751.4,918.7,705.9,774.5,686.6,830.6,717.2,813.1,747.4,748.7,849.9,795.3,515.9,742.6,777.6,887.5,891.5,586.2
200811,monthly,average_daily_wage_hkd,682,954.8,1065.4,791.3,760.5,479.3,963,919.3,725,1685.2,842.8,681.5,689.6,787.6,570.9,734.3,828.7,699.1,744.8,601.7,848.9,676.9,802.8,751.8,748,843.9,786,507.9,763.8,781.8,898.1,924.1,584.6
200812,monthly,average_daily_wage_hkd,676.6,998.4,1081,805.4,743.7,479.3,994.1,957.4,747.2,1664.8,858.3,679.8,686.4,786.7,581.7,756.2,858,719.3,811.7,626.7,735.6,691,792.5,752.3,751.9,846.6,826.1,534.2,798.4,779.8,880.7,914.8,585.6
200901,monthly,average_daily_wage_hkd,669.8,982.3,1090.4,773.8,984.3,479.3,992.2,944.2,728.5,1696.9,862,664.6,715.9,800.6,576.8,740.1,809.3,726.1,821.8,725.2,856.1,692.4,776.7,730.4,748.5,822.5,819.8,518.8,801.9,776.6,893.6,916.6,584.8
200902,monthly,average_daily_wage_hkd,652.3,1019.2,1098.3,793.6,1007.2,479.3,1001.8,938.2,748.4,1667.1,861.2,671.7,721.4,790,576.9,733.3,907.9,731.3,793.4,899.5,864.2,707,797.6,766.2,748.1,825.9,845.3,505.4,813.4,777.9,893.7,893.8,596.8
200903,monthly,average_daily_wage_hkd,654.3,1022.2,1094.2,814,769,476.8,990.9,925.3,741.7,1711.5,871.1,691.1,713.3,790.1,576.7,727.7,871.8,715.7,779.8,940.8,853.6,714.7,807.7,760.6,743.5,816.6,838,510.3,813.3,774,891.7,901.6,593.1
200904,monthly,average_daily_wage_hkd,674.4,1025.9,1070.2,855,769,900.9,993.1,915.2,747.4,1720.7,875.7,692.8,740.1,786.8,570.1,717.1,846.2,696.4,719.9,700,859.2,670.8,818.1,774.1,735.9,822.2,831.9,530.4,810.8,766.6,896.2,911.1,590.4
200905,monthly,average_daily_wage_hkd,671.8,1026.2,1081.6,861.8,733.3,1000,997.3,914.5,736.8,1731.5,870.4,687.3,732.5,777,570.4,734.8,833.9,711.4,702.1,812.5,859.1,643.9,813.2,770.6,736.5,823.1,838.7,532.8,822.1,779.5,896.3,899.8,582.6
200906,monthly,average_daily_wage_hkd,723.1,1031.4,1094.7,874.5,737,1000,998.2,916.9,743.8,1739.7,885.2,692.7,741.9,782.6,570.3,732.9,848.5,704,737.9,832.6,816.6,646.4,810.5,769.1,737.1,831.8,844.6,558.5,812.6,795.6,895.5,925.7,584.3
200907,monthly,average_daily_wage_hkd,717.7,1038.8,1096.1,840.3,698.9,1000,996,937.2,727.3,1733.3,880.4,702.8,749.3,806.1,568.6,763.6,856.4,697.7,751.8,933.9,835.5,644.8,818.6,763,738.4,830.5,845.7,570.7,794.1,794.9,877.4,885.4,586
200908,monthly,average_daily_wage_hkd,703.8,1025.7,1103.6,867.1,676.5,1000,997.1,936.2,732.1,1685.8,865.5,704.1,739,802.4,568.1,826.5,852.9,690.7,789.6,973,874.6,659.7,822.6,758.1,738.3,831.9,852.1,579.1,780.5,810.5,891.4,840.4,578.4
200909,monthly,average_daily_wage_hkd,709.5,1030.7,1115.1,856,696.8,700,1003.5,941.3,723.8,1678.4,864.1,713.8,731.3,811,566.4,835.3,842.8,696.8,757.5,914.3,845,658.8,822.5,771.1,736.3,854.6,848.4,592.9,782.4,787.3,902.5,783.2,586.8
200910,monthly,average_daily_wage_hkd,689.9,1057.1,1116.2,862.6,690.1,400,1003.7,945.7,756.8,1739.1,870.4,715.1,735.2,809.2,573.7,836.3,844.2,710.7,739.7,923.8,856.9,625.6,804.5,779.1,738.8,857.5,851.6,610.8,804.8,771.8,917.8,782.9,593.8
200911,monthly,average_daily_wage_hkd,692.6,1044.3,1128.6,878.9,679.4,400,1012.6,956.3,750.9,1656.4,876.1,712.5,728.2,805.2,573.6,852.1,821.9,715.5,699.8,913.4,843.8,644,792.2,777.8,742.9,864.7,846.6,622.1,815.9,757.6,924.3,750.1,594
200912,monthly,average_daily_wage_hkd,682.9,1060.2,1124.1,896.1,685.1,404.3,1014.4,952.4,761.3,1721.1,873.7,711.1,713.9,807.4,575.9,848.9,850.5,714.8,681.7,931.8,811.3,635.7,803.4,784.6,738.6,859.7,845.8,620.9,813,779.9,921.9,747.2,595.4
201001,monthly,average_daily_wage_hkd,698.8,1056.4,1120.8,936,678.7,400,1007.4,949.7,757,1678.8,866.6,702,709.4,813.8,579.5,834.5,852.7,726.2,674.1,954.7,841.4,631.2,816.6,774.8,740.6,865.1,852.6,620.3,824.5,762.1,933,852.4,597.7
201002,monthly,average_daily_wage_hkd,690.8,1044.7,1118.3,921.3,678.5,400,1004.1,937,755.8,1623.7,859.8,700.4,706.9,817.3,577.7,839.4,861.1,721.4,648.1,961.6,853.2,628.1,803.9,772.8,738.5,861.4,849.9,599.2,815.7,792.3,973.9,910.1,594.6
201003,monthly,average_daily_wage_hkd,698.6,1058.4,1114.2,923.7,684.7,400,1008,949.3,754.7,1691.1,862,707.7,727.3,821,577.8,773.6,877.6,719.4,737.2,916.3,826.4,627.4,818.4,793.5,742.4,877.5,852.1,634.1,800.2,772.1,1013,868.9,597.6
201004,monthly,average_daily_wage_hkd,679.5,1069.6,1105.3,912.7,683.8,400,1005.3,932.1,747.8,1716.1,862.9,703.8,749.5,827.9,578.9,809.3,931.8,716.8,743.6,908.1,835.1,617.8,830.7,815.9,740.4,883.1,870.3,632.6,801.8,774.6,1000.6,860.7,597.4
201005,monthly,average_daily_wage_hkd,684.1,1089.3,1106.9,901.3,694.5,400,997.2,932.4,753,1663.6,868.3,703.9,786.7,822.2,580.3,825.2,893.7,730.3,748.1,883,846.8,620.8,812.9,826.8,742.5,885.1,869.4,610.5,796.7,796.3,1040.6,881.2,597.4
201006,monthly,average_daily_wage_hkd,683.1,1089.5,1105.1,877.2,681.9,400,989,941.3,752.9,1661.7,868,706.8,790.9,828.9,582,818.2,900.4,732,732.4,825.8,869.3,630.5,814.8,832.3,740.2,883.6,871.1,628.8,791.1,791.2,1027.9,919.6,598.4
201007,monthly,average_daily_wage_hkd,676.9,1072.5,1101.7,876.6,701.5,400,977.4,931.7,760.4,1693.7,861.6,698,766.3,825.8,581.5,796.5,905.8,734.6,725.7,805.1,768.6,635.2,801.5,828.7,743,884.1,882.3,640.6,796.6,790.5,1031,976.1,597.1
201008,monthly,average_daily_wage_hkd,672.2,1089.3,1148.6,878.9,688.9,1000,982.7,934,765.4,1932.3,853.1,697.4,751.6,843.4,585.3,830.2,915.5,742.8,718,1085,713.5,634.7,797.1,829.6,745,881.1,882.9,650.7,879.7,814.8,1033.9,980,600
201009,monthly,average_daily_wage_hkd,695,1078.6,1143.9,875.2,707.5,1000,983.3,926.2,769.4,1788.7,861.9,696.6,745.8,841,587.5,870.9,925.3,748.3,687.3,1046.3,751.2,626.5,815.7,829.8,744.1,887.3,891.9,659.6,864.2,782.6,1009.4,937.6,603.2
201010,monthly,average_daily_wage_hkd,693,1108.8,1154.7,850,706.4,1000,985.9,926.8,770.6,1632.2,864,695.3,739.9,838.3,591.3,889.9,924.5,752.6,666.8,843.4,728.8,611.8,805.9,814.2,743.8,885.8,891.7,651.4,854.4,777.9,1015.8,910.5,607.6
201011,monthly,average_daily_wage_hkd,706.3,1090.2,1160.9,864.9,696.1,916.7,993.8,934.9,791.7,1800.6,871.9,686.1,738.1,835.3,598,955.5,913.9,758.6,686,887.5,766.7,613.5,825.6,830.2,744.5,888,888.5,664.3,831.7,775.7,1028.1,940.3,609.3
