period,period_type,category,indicator,value,unit,source_file
2019-11,monthly,material_wholesale_price,Steel angles,18233.0,tonne,CLBM_Masterdata.xml
2019-11,monthly,material_wholesale_price,Steel flats,11325.0,tonne,CLBM_Masterdata.xml
2019-11,monthly,material_wholesale_price,"Steel plate, 4mm thick",5913.0,tonne,CLBM_Masterdata.xml
2019-11,monthly,material_wholesale_price,Steel plates,14605.0,tonne,CLBM_Masterdata.xml
2019-11,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",121.0,square metre,CLBM_Masterdata.xml
2019-11,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",53.0,no.,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,Acrylic paint,55.0,litre,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,Aggregates,86.0,tonne,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,Bitumen,7550.0,tonne,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",161.0,square metre,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",80.0,square metre,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,Emulsion paint,56.0,litre,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,For industrial use (light),2544.0,200-litre drum,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,For road use,1265.0,100 litre,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",149.0,square metre,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",4657.0,tonne,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5990.0,tonne,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",179.0,square metre,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",75.0,square metre,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,Portland cement (ordinary),730.0,tonne,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,Sand,318.0,tonne,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4654.0,cubic metre,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",6303.0,cubic metre,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,Steel angles,18173.0,tonne,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,Steel flats,11235.0,tonne,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,"Steel plate, 4mm thick",5889.0,tonne,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,Steel plates,14591.0,tonne,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",121.0,square metre,CLBM_Masterdata.xml
2019-12,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",53.0,no.,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,Acrylic paint,55.0,litre,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,Aggregates,88.0,tonne,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,Bitumen,7550.0,tonne,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",162.0,square metre,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",80.0,square metre,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,Emulsion paint,56.0,litre,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,For industrial use (light),2579.0,200-litre drum,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,For road use,1285.0,100 litre,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",149.0,square metre,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",4692.0,tonne,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",6025.0,tonne,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",179.0,square metre,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",75.0,square metre,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,Portland cement (ordinary),736.0,tonne,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,Sand,286.0,tonne,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4654.0,cubic metre,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",6303.0,cubic metre,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,Steel angles,18173.0,tonne,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,Steel flats,11211.0,tonne,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,"Steel plate, 4mm thick",5841.0,tonne,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,Steel plates,14584.0,tonne,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",121.0,square metre,CLBM_Masterdata.xml
2020-01,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",53.0,no.,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,Acrylic paint,55.0,litre,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,Aggregates,85.0,tonne,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,Bitumen,7550.0,tonne,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",162.0,square metre,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",80.0,square metre,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,Emulsion paint,56.0,litre,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,For industrial use (light),2543.0,200-litre drum,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,For road use,1253.0,100 litre,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",149.0,square metre,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",4669.0,tonne,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5985.0,tonne,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",179.0,square metre,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",75.0,square metre,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,Portland cement (ordinary),738.0,tonne,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,Sand,282.0,tonne,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4654.0,cubic metre,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",6303.0,cubic metre,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,Steel angles,17991.0,tonne,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,Steel flats,11037.0,tonne,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,"Steel plate, 4mm thick",5817.0,tonne,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,Steel plates,13929.0,tonne,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",121.0,square metre,CLBM_Masterdata.xml
2020-02,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",53.0,no.,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,Acrylic paint,55.0,litre,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,Aggregates,79.0,tonne,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,Bitumen,7550.0,tonne,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",162.0,square metre,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",80.0,square metre,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,Emulsion paint,56.0,litre,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,For industrial use (light),2494.0,200-litre drum,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,For road use,1221.0,100 litre,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",149.0,square metre,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",4635.0,tonne,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5985.0,tonne,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",179.0,square metre,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",74.0,square metre,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,Portland cement (ordinary),739.0,tonne,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,Sand,271.0,tonne,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4654.0,cubic metre,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",6303.0,cubic metre,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,Steel angles,17991.0,tonne,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,Steel flats,10741.0,tonne,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,"Steel plate, 4mm thick",5757.0,tonne,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,Steel plates,13898.0,tonne,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",121.0,square metre,CLBM_Masterdata.xml
2020-03,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",53.0,no.,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,Acrylic paint,55.0,litre,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,Aggregates,81.0,tonne,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,Bitumen,7100.0,tonne,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",162.0,square metre,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",80.0,square metre,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,Emulsion paint,56.0,litre,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,For industrial use (light),2372.0,200-litre drum,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,For road use,1162.0,100 litre,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",149.0,square metre,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",4516.0,tonne,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5935.0,tonne,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",179.0,square metre,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",74.0,square metre,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,Portland cement (ordinary),739.0,tonne,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,Sand,273.0,tonne,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4654.0,cubic metre,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",6303.0,cubic metre,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,Steel angles,17891.0,tonne,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,Steel flats,10533.0,tonne,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,"Steel plate, 4mm thick",5692.0,tonne,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,Steel plates,13836.0,tonne,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",121.0,square metre,CLBM_Masterdata.xml
2020-04,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",53.0,no.,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,Acrylic paint,55.0,litre,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,Aggregates,78.0,tonne,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,Bitumen,7100.0,tonne,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",162.0,square metre,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",80.0,square metre,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,Emulsion paint,56.0,litre,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,For industrial use (light),2322.0,200-litre drum,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,For road use,1136.0,100 litre,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",149.0,square metre,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",4471.0,tonne,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5945.0,tonne,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",179.0,square metre,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",74.0,square metre,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,Portland cement (ordinary),737.0,tonne,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,Sand,273.0,tonne,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4654.0,cubic metre,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",6303.0,cubic metre,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,Steel angles,17916.0,tonne,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,Steel flats,10324.0,tonne,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,"Steel plate, 4mm thick",5655.0,tonne,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,Steel plates,13811.0,tonne,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",121.0,square metre,CLBM_Masterdata.xml
2020-05,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",53.0,no.,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,Acrylic paint,55.0,litre,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,Aggregates,79.0,tonne,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,Bitumen,7100.0,tonne,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",162.0,square metre,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",80.0,square metre,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,Emulsion paint,56.0,litre,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,For industrial use (light),2374.0,200-litre drum,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,For road use,1184.0,100 litre,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",149.0,square metre,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",4441.0,tonne,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5975.0,tonne,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",179.0,square metre,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",74.0,square metre,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,Portland cement (ordinary),736.0,tonne,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,Sand,259.0,tonne,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4654.0,cubic metre,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",6303.0,cubic metre,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,Steel angles,17835.0,tonne,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,Steel flats,10027.0,tonne,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,"Steel plate, 4mm thick",5473.0,tonne,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,Steel plates,13749.0,tonne,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",121.0,square metre,CLBM_Masterdata.xml
2020-06,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",53.0,no.,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,Acrylic paint,55.0,litre,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,Aggregates,77.0,tonne,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,Bitumen,7100.0,tonne,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",162.0,square metre,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",80.0,square metre,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,Emulsion paint,56.0,litre,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,For industrial use (light),2424.0,200-litre drum,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,For road use,1225.0,100 litre,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",149.0,square metre,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",4467.0,tonne,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5975.0,tonne,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",180.0,square metre,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",74.0,square metre,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,Portland cement (ordinary),738.0,tonne,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,Sand,268.0,tonne,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4654.0,cubic metre,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",6303.0,cubic metre,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,Steel angles,17835.0,tonne,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,Steel flats,9818.0,tonne,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,"Steel plate, 4mm thick",5450.0,tonne,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,Steel plates,13724.0,tonne,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",121.0,square metre,CLBM_Masterdata.xml
2020-07,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",53.0,no.,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,Acrylic paint,55.0,litre,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,Aggregates,82.0,tonne,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,Bitumen,7100.0,tonne,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",162.0,square metre,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",80.0,square metre,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,Emulsion paint,56.0,litre,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,For industrial use (light),2424.0,200-litre drum,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,For road use,1228.0,100 litre,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",149.0,square metre,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",4510.0,tonne,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5975.0,tonne,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",180.0,square metre,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",74.0,square metre,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,Portland cement (ordinary),741.0,tonne,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,Sand,272.0,tonne,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4654.0,cubic metre,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",6303.0,cubic metre,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,Steel angles,17760.0,tonne,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,Steel flats,9818.0,tonne,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,"Steel plate, 4mm thick",5450.0,tonne,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,Steel plates,13730.0,tonne,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",121.0,square metre,CLBM_Masterdata.xml
2020-08,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2020-09,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",53.0,no.,CLBM_Masterdata.xml
2020-09,monthly,material_wholesale_price,Acrylic paint,55.0,litre,CLBM_Masterdata.xml
2020-09,monthly,material_wholesale_price,Aggregates,86.0,tonne,CLBM_Masterdata.xml
2020-09,monthly,material_wholesale_price,Bitumen,7600.0,tonne,CLBM_Masterdata.xml
2020-09,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",162.0,square metre,CLBM_Masterdata.xml
2020-09,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2020-09,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",80.0,square metre,CLBM_Masterdata.xml
2020-09,monthly,material_wholesale_price,Emulsion paint,57.0,litre,CLBM_Masterdata.xml
2020-09,monthly,material_wholesale_price,For industrial use (light),2437.0,200-litre drum,CLBM_Masterdata.xml
2020-09,monthly,material_wholesale_price,For road use,1226.0,100 litre,CLBM_Masterdata.xml
2020-09,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2020-09,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",149.0,square metre,CLBM_Masterdata.xml
2020-09,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",4594.0,tonne,CLBM_Masterdata.xml
2020-09,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5975.0,tonne,CLBM_Masterdata.xml
2020-09,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",181.0,square metre,CLBM_Masterdata.xml
2020-09,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",74.0,square metre,CLBM_Masterdata.xml
2020-09,monthly,material_wholesale_price,Portland cement (ordinary),742.0,tonne,CLBM_Masterdata.xml
2020-09,monthly,material_wholesale_price,Sand,266.0,tonne,CLBM_Masterdata.xml
2020-09,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4669.0,cubic metre,CLBM_Masterdata.xml
