period,period_type,category,indicator,value,unit,source_file
2017-12,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5880.0,tonne,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",170.0,square metre,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",75.0,square metre,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,Portland cement (ordinary),695.0,tonne,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,Sand,125.0,tonne,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4654.0,cubic metre,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",5814.0,cubic metre,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,Steel angles,17397.0,tonne,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,Steel flats,12224.0,tonne,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,"Steel plate, 4mm thick",5741.0,tonne,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,Steel plates,10997.0,tonne,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",122.0,square metre,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",52.0,no.,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,Acrylic paint,50.0,litre,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,Aggregates,61.0,tonne,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,Bitumen,6683.0,tonne,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",159.0,square metre,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",77.0,square metre,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,Emulsion paint,53.0,litre,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,For industrial use (light),2314.0,200-litre drum,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,For road use,1082.0,100 litre,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",145.0,square metre,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",5066.0,tonne,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5860.0,tonne,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",172.0,square metre,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",76.0,square metre,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,Portland cement (ordinary),692.0,tonne,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,Sand,137.0,tonne,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4654.0,cubic metre,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",5814.0,cubic metre,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,Steel angles,17527.0,tonne,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,Steel flats,12224.0,tonne,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,"Steel plate, 4mm thick",5756.0,tonne,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,Steel plates,11464.0,tonne,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",122.0,square metre,CLBM_Masterdata.xml
2018-01,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",52.0,no.,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,Acrylic paint,51.0,litre,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,Aggregates,64.0,tonne,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,Bitumen,6750.0,tonne,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",160.0,square metre,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",77.0,square metre,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,Emulsion paint,53.0,litre,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,For industrial use (light),2338.0,200-litre drum,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,For road use,1090.0,100 litre,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",145.0,square metre,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",5091.0,tonne,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5810.0,tonne,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",173.0,square metre,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",76.0,square metre,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,Portland cement (ordinary),692.0,tonne,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,Sand,142.0,tonne,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4654.0,cubic metre,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",5814.0,cubic metre,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,Steel angles,17527.0,tonne,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,Steel flats,12224.0,tonne,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,"Steel plate, 4mm thick",5764.0,tonne,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,Steel plates,11464.0,tonne,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",122.0,square metre,CLBM_Masterdata.xml
2018-02,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",52.0,no.,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,Acrylic paint,52.0,litre,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,Aggregates,67.0,tonne,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,Bitumen,6750.0,tonne,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",160.0,square metre,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",77.0,square metre,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,Emulsion paint,54.0,litre,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,For industrial use (light),2335.0,200-litre drum,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,For road use,1095.0,100 litre,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",145.0,square metre,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",5092.0,tonne,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5900.0,tonne,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",174.0,square metre,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",76.0,square metre,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,Portland cement (ordinary),692.0,tonne,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,Sand,144.0,tonne,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4654.0,cubic metre,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",6105.0,cubic metre,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,Steel angles,17626.0,tonne,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,Steel flats,12308.0,tonne,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,"Steel plate, 4mm thick",5779.0,tonne,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,Steel plates,11986.0,tonne,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",122.0,square metre,CLBM_Masterdata.xml
2018-03,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",52.0,no.,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,Acrylic paint,52.0,litre,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,Aggregates,67.0,tonne,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,Bitumen,6750.0,tonne,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",160.0,square metre,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",77.0,square metre,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,Emulsion paint,54.0,litre,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,For industrial use (light),2375.0,200-litre drum,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,For road use,1123.0,100 litre,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",145.0,square metre,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",5043.0,tonne,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5760.0,tonne,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",174.0,square metre,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",76.0,square metre,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,Portland cement (ordinary),692.0,tonne,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,Sand,138.0,tonne,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4654.0,cubic metre,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",6105.0,cubic metre,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,Steel angles,17663.0,tonne,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,Steel flats,12308.0,tonne,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,"Steel plate, 4mm thick",5801.0,tonne,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,Steel plates,11986.0,tonne,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",122.0,square metre,CLBM_Masterdata.xml
2018-04,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",52.0,no.,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,Acrylic paint,52.0,litre,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,Aggregates,63.0,tonne,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,Bitumen,6750.0,tonne,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",160.0,square metre,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",77.0,square metre,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,Emulsion paint,54.0,litre,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,For industrial use (light),2428.0,200-litre drum,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,For road use,1163.0,100 litre,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",145.0,square metre,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",5059.0,tonne,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5795.0,tonne,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",174.0,square metre,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",76.0,square metre,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,Portland cement (ordinary),693.0,tonne,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,Sand,152.0,tonne,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4654.0,cubic metre,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",6260.0,cubic metre,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,Steel angles,17663.0,tonne,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,Steel flats,12308.0,tonne,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,"Steel plate, 4mm thick",5801.0,tonne,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,Steel plates,12003.0,tonne,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",122.0,square metre,CLBM_Masterdata.xml
2018-05,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",52.0,no.,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,Acrylic paint,52.0,litre,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,Aggregates,64.0,tonne,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,Bitumen,7100.0,tonne,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",161.0,square metre,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",77.0,square metre,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,Emulsion paint,54.0,litre,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,For industrial use (light),2429.0,200-litre drum,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,For road use,1166.0,100 litre,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",145.0,square metre,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",5129.0,tonne,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5815.0,tonne,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",174.0,square metre,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",76.0,square metre,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,Portland cement (ordinary),693.0,tonne,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,Sand,169.0,tonne,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4654.0,cubic metre,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",6260.0,cubic metre,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,Steel angles,17663.0,tonne,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,Steel flats,12347.0,tonne,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,"Steel plate, 4mm thick",5808.0,tonne,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,Steel plates,12017.0,tonne,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",122.0,square metre,CLBM_Masterdata.xml
2018-06,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2018-07,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",52.0,no.,CLBM_Masterdata.xml
2018-07,monthly,material_wholesale_price,Acrylic paint,52.0,litre,CLBM_Masterdata.xml
2018-07,monthly,material_wholesale_price,Aggregates,64.0,tonne,CLBM_Masterdata.xml
2018-07,monthly,material_wholesale_price,Bitumen,7600.0,tonne,CLBM_Masterdata.xml
2018-07,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",161.0,square metre,CLBM_Masterdata.xml
2018-07,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2018-07,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",77.0,square metre,CLBM_Masterdata.xml
2018-07,monthly,material_wholesale_price,Emulsion paint,54.0,litre,CLBM_Masterdata.xml
2018-07,monthly,material_wholesale_price,For industrial use (light),2406.0,200-litre drum,CLBM_Masterdata.xml
2018-07,monthly,material_wholesale_price,For road use,1155.0,100 litre,CLBM_Masterdata.xml
2018-07,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2018-07,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",145.0,square metre,CLBM_Masterdata.xml
2018-07,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",5161.0,tonne,CLBM_Masterdata.xml
2018-07,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5830.0,tonne,CLBM_Masterdata.xml
2018-07,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",174.0,square metre,CLBM_Masterdata.xml
2018-07,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",76.0,square metre,CLBM_Masterdata.xml
2018-07,monthly,material_wholesale_price,Portland cement (ordinary),701.0,tonne,CLBM_Masterdata.xml
2018-07,monthly,material_wholesale_price,Sand,256.0,tonne,CLBM_Masterdata.xml
2018-07,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4654.0,cubic metre,CLBM_Masterdata.xml
2018-07,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",6260.0,cubic metre,CLBM_Masterdata.xml
